,edit_history_tweet_ids,id,text
25,['1623424957697884167'],1623424957697884167,"i thanked the guy at wendys when he handed me my food and he replied, ""thank you more."" 

he said it in a natural and genuine tone, and man...

good customer service makes me feel good."
26,['1623424854144831489'],1623424854144831489,"eatinerni chicken.

true story, i went to a wendys in mississippi, ordered a spicy chicken sandwich,  and got a classic double instead.  which is why i wholeheartedly believe the fast food industry recruits from the shallow end of the intellectual gene pool."
27,['1623424306960125952'],1623424306960125952,i love cheeseburgers with a passion. i’ve been eating them for 40 years i’ve paid from $0.50 to $50 for them and i’m here to say: wendys junior bacon cheeseburger wins every time. i’ve never decided why. how is such a simple burger so delicious every time?
28,['1623423849709666309'],1623423849709666309,jimrome wendys i have hurts but mahomes is a close second
29,['1623423078137995265'],1623423078137995265,jimrome wendys bag secured 💰
30,['1623422229462790147'],1623422229462790147,"jimrome wendys hot take much, vansmack?"
31,['1623422093634203648'],1623422093634203648,"jimrome wendys you could make an argument for geno smith, a bunch of “experts” predicted 3 wins for the hawks and he shut them up real quick"
32,['1623421891619823620'],1623421891619823620,"jimrome wendys dude, that cup gets knocked over and you got problems. my choice for mvp is a lid on that cup."
33,['1623421820127805441'],1623421820127805441,jimrome wendys where's the chilli? 
34,['1623421448894181376'],1623421448894181376,wendys $3 dave single burgers is the best deal around. living like it's 1999!
35,['1623421180643270663'],1623421180643270663,jimrome wendys lookin' good partna!!
36,['1623421173429325824'],1623421173429325824,jimrome wendys bet da chiefskingdom  money line 💵💵💵💵💵 
37,['1623421086103633922'],1623421086103633922,wendys how do i tell my bird she’s eating another bird? 😅 
38,['1623420550306729984'],1623420550306729984,"jimrome wendys whag's your order at wendy's, jim? 🤔"
39,['1623420368429129729'],1623420368429129729,"my choice for nfl mvp this season? 

it's a no-brainer... it's patrick mahomes. some choices are just that easy.

choose wisely, choose wendys. sponsored "
40,['1623419903045664773'],1623419903045664773,"i can only imagine how god awful the burgers that go into the chili look now since wendys is serving chili meat for singles,"
41,['1623418702862471169'],1623418702862471169,i’m craving a wendys chicken wrap so badly 😭😭😭
42,['1623418003592192003'],1623418003592192003,"i'm at wendy’s - wendys in miami, fl "
43,['1623417473898012672'],1623417473898012672,chsaa wendys the 2nd best kim. behind caleb the 🐐
44,['1623417022456688640'],1623417022456688640,wendys your still doing this 4 years later
45,['1623416750011256832'],1623416750011256832,jahhquan wendys my bad
46,['1623416288100990977'],1623416288100990977,i'm real hungry .. i don't got the time for the snacks wendys
47,['1623416197394964483'],1623416197394964483,wendys que casualidad lo que me sale 
48,['1623416120567820288'],1623416120567820288,wendys jahhquan
49,['1623414856291348482'],1623414856291348482,wendys wendys when are you going to have an actual salsa packet for the breakfast sandwiches? even mcdonalds has a picante packet. they need something.
50,['1623414095000264704'],1623414095000264704,"gracehoy vmlyr dicks wendys visitmiami proud to say i knew you before superstar status. sundevildays 😍
keep doing great things. 👊"
51,['1623413918000357376'],1623413918000357376,jarrettldesigns noahgragson wendys legacymotorclub what does the actual scheme look like?
52,['1623413659757150211'],1623413659757150211,"i'm at wendy’s - wendys in terre haute, in "
53,['1623413481838989313'],1623413481838989313,wendys 
54,['1623412646124097536'],1623412646124097536,wendys hey wendy's you playing the new harry potter game?
55,['1623411298863050752'],1623411298863050752,eating wendys barbecue sauce wendys love u
56,['1623411233561927686'],1623411233561927686,cameronandrew21 adamthezilla wendys they even have trash memes too 
57,['1623411043786711042'],1623411043786711042,oreo wendys surprised you didn't chime in yet.
58,['1623410821375164417'],1623410821375164417,adamthezilla penguin78987 wendys y'all crumbs to me bro
59,['1623410766710972416'],1623410766710972416,"this nigga wendys man…:

best account on twitter 😂"
60,['1623410376149970947'],1623410376149970947,wendys thanks for making me hungry 😭
61,['1623409222473101312'],1623409222473101312,"thehumaneleague wendys wawa i'm joining the fight. bridor_en, ihgcorporate, ihgonerewards, ihghotels, pilotflyingj, hyvee, ontheborder, oldchicago1976 you should too."
62,['1623408446010757121'],1623408446010757121,"l_dp_taylor snickelsox wendys there was the wendy's d&amp;d-style adventure, ""feast of legends""."
63,['1623408058490650624'],1623408058490650624,rt oscarjournalist: a 16-year-old wendys employee was shot last night through the drive-thru window in lynn. police are searching for th…
64,['1623407939540373505'],1623407939540373505,wendys think they slick offering me a cookie with my lunch .. lol i’ll take it ! 😂😂😂
65,['1623407771612852224'],1623407771612852224,a 16-year-old wendys employee was shot last night through the drive-thru window in lynn. police are searching for the suspect. a coworker of the victim says he and the rest of his colleagues are worried and concerned about their safety and the condition of the teen. 
66,['1623407745482227713'],1623407745482227713,wendys my mom didn’t deserve that stray
67,['1623407250155995139'],1623407250155995139,"revivedthoughts nocapybara116 wendys the baconater breakfast sandwich is the best breakfast sandwich. it’s probably a heart attack in waiting, but man it’s good."
68,['1623406881707360266'],1623406881707360266,wendys fries would be superior to all other fast food fries if they just made them crispy 😩😩
69,['1623406452009234434'],1623406452009234434,"teia0k wendys before i even opened this tweet, i had a feeling it was them 😂"
70,['1623406138384617472'],1623406138384617472,"wendys you’re in a weird limbo here, just commit. 4for5 

(also…a 25% increase is staggering yall.) "
71,['1623404789026488321'],1623404789026488321,"real scheme got leaked so it’s i guess i better post this 

noahgragson 
wendys 
legacymotorclub "
72,['1623404449908637696'],1623404449908637696,reflecting on my nearly four years (!) at vmlyr. i started with sport culture and social strategy for dicks and growing chelsea fc’s us fanbase. pumped to be on a new and exciting journey with wendys and visitmiami. what a ride. 🤘
73,['1623402907243520008'],1623402907243520008,when you order dr.pepper from wendys and they give you diet coke... 
74,['1623401890586173441'],1623401890586173441,thehumaneleague wendys wawa i agree with mýa—hens deserve better! wawa wendys ihghotels pilotflyingj
75,['1623401662722318340'],1623401662722318340,sambgreen wendys yea but this is the lettuce 
76,['1623401516022235137'],1623401516022235137,wendys come on wendy’s. whereisthelettuce 
77,['1623400986634067968'],1623400986634067968,wendys get her a plane ticket 
78,['1623400906053062660'],1623400906053062660,wendys tap in thank me later 🔥🔥🔥🔥🔥 
79,['1623400641497268235'],1623400641497268235,dardarjetpack timlillwitz rickfeelsmen thegreasetank 7_brew zerodoinks marktham25 wendys philfink23 thoughts?
80,['1623399105966768130'],1623399105966768130,wendys how about refunding me my money since your employee in the dallas location literally threw my burger on the floor and then served it to me as if i didn't see what just happened
81,['1623398899225444355'],1623398899225444355,"thehumaneleague wendys wawa wendys, wawa, pilotflyingj what are you doing to address this?!  i didn't know that this was happening on your supply chain"
82,['1623398773220048897'],1623398773220048897,oreo wendys hot and fresh gossip. what’s the deal here?
83,['1623398091457204224'],1623398091457204224,thauburger wendys i hope the memory is like this where it smashes through into the back of the net. 
84,['1623397141904334852'],1623397141904334852,wendys make wendy’s yellow again and please up there fry quality y’all used to be the best in everything when y’all were yellow
85,['1623396656757481474'],1623396656757481474,timlillwitz rickfeelsmen thegreasetank 7_brew zerodoinks marktham25 wendys gopherbones thoughts?
86,['1623395795008638976'],1623395795008638976,wendys 😮‍💨🤝
87,['1623395137186414595'],1623395137186414595,does anyone else remember when wendys used to have buffets? i miss the pudding the most.
88,['1623394577913638912'],1623394577913638912,wendys is there a wendy's in netherlands
89,['1623394209678909442'],1623394209678909442,"wendys your location on on northside in statesboro georgia, is lacking at best. employees on their phones and next to no customer service. very rude. do better."
90,['1623394202250891264'],1623394202250891264,mengsktv wendys burgerking the bearded legend has spoken
91,['1623394003403304960'],1623394003403304960,"ma’am, this isn’t a wendys. but also, you probably shouldn’t yell at people in a restaurant. "
92,['1623394001989541893'],1623394001989541893,boycottwendys i'm rt this like crazy  so everyone can see just how little they care about their customers. wendys 
93,['1623392684680282112'],1623392684680282112,"thehumaneleague wendys wawa wendys, wawa, pilotflyingj we're calling on you to fix this."
94,['1623392352214650882'],1623392352214650882,went to wendys at 1pm and the lady tells me “we ain’t open. no one showed up” merica
95,['1623392153383669761'],1623392153383669761,wendys so y’all don’t have small combos no more !?
96,['1623392109662289923'],1623392109662289923,freebeacon he needs a wendys frosty.
97,['1623391887552876549'],1623391887552876549,libertycappy animadellafesta sounds like dude's the next guy who'll run the wendys account
98,['1623391885392855043'],1623391885392855043,bit into my cheeseburger from a $5 biggie bag wendys … keep in mind i went through at 1 pm (prime lunch hours). it was cold. cold. fries… stale. wendys you’ve gone from 1 to not even top 5. close your rochester locations plz.
99,['1623391222063861760'],1623391222063861760,wendys love you will you be my girlfirend
0,['1623391047068819464'],1623391047068819464,wendys applesauce349 i want wendy’s now
1,['1623390610823516160'],1623390610823516160,austinfracing wendys burgerking wendys ftw
2,['1623390054633598976'],1623390054633598976,brandoneedy519 wendys breakfast is where it's at.
3,['1623389974975639552'],1623389974975639552,"one of my favorite stories about my dad is when he scored a goal during an nhl intermission contest 🏒, and won 52 coupons to wendys, redeemable for one free burger a week, for a year. 🍔"
4,['1623389189231222792'],1623389189231222792,should i put wendys or burgerking on a very special paint scheme i’ll be racing next week?🤔
5,['1623389047996485633'],1623389047996485633,simpson_boy17 wendys nothing will top the bk jingle i’m sorry 
6,['1623388250177167360'],1623388250177167360,smokedtamarack wendys harder 
7,['1623386924810379265'],1623386924810379265,wendys  how do you forget a burger smh
8,['1623386830572867587'],1623386830572867587,"nightshiningpr jessewittenrich botcon
puggle idw galvy:ivisited transformersshatteredglass universe again! today+saw optimusprime again! we saw lunch from wendys &amp; arbys 162! pugglestalk transformers shatteredglass shatteredglassoptimusprime galvysg  funsgprime⏱ "
9,['1623386804790362112'],1623386804790362112,"nightshiningpr jessewittenrich botcon
puggle idw galvy:ivisited transformersshatteredglass universe again! today+saw optimusprime again! we saw lunch from wendys &amp; arbys 162! pugglestalk transformers shatteredglass shatteredglassoptimusprime galvysg  funsgprime⏱ "
10,['1623386113149640711'],1623386113149640711,wendys please i saw homosexual and scrolled back up
11,['1623385966877483015'],1623385966877483015,"rip drake union
as a buckeye that lived in the west side dorms, the drake union was an absolute joke compared to the ohio union, and i imagine that has only got worse since the ohio was remodeled.
still, that was an awesome wendys back in the day... "
12,['1623385886879539200'],1623385886879539200,"wendys they aren’t eating at wendy’s anyway, the ones i have met are more into burger king."
13,['1623385323521839109'],1623385323521839109,"shanecashman have you reached out about the unfair non-compete clauses mcdonalds burgerking wendys carlsjr force their cashiers to sign. 

we should boycott fast food until them announce they won’t participate in these practices.
sarcasm btw "
14,['1623385198141251589'],1623385198141251589,"ghostfacetalks_ fandango 30 days until you finally get some hopefully😭. all that stabbing and no snuggle.

who's your valentine❣️? ghostfacetalks_ screammovies 

lemme ask around🧏🏾‍♂️

carmensandiego × taylorhickson × zendaya × wendys × itsflo × harley_q069 × itskatnissxxx × bashful_michael "
15,['1623384054132252683'],1623384054132252683,wendys if it ain’t 4 for 4 we don’t want it no mo 😂
16,['1623382567800938522'],1623382567800938522,the 2-year at 4.444% she ate chief so like 4-4-4! wendys
17,['1623381302492659715'],1623381302492659715,this me wendys 
18,['1623380524017262604'],1623380524017262604,wendys y’all need to get y’all staff together at the charlottetowne location. whew !
19,['1623379935111815190'],1623379935111815190,"hey wendys, still no reply. no response. still have my money! crooked ripoff  thief"
20,['1623379453421166595'],1623379453421166595,thank you wendys for this pineapple mango lemonade. i tried it when it 1st came out in may of 2022. i thought it would be just a summer drink. i'm so glad you guys kept it. this drink gets me through my day just like coffee gets millions of people through theirs once again thank 
21,['1623377766639931392'],1623377766639931392,there goes my diet...😔 dadbod wendys icecapnation weightlossjourney 
22,['1623377218171768842'],1623377218171768842,mailonline brought to you by doordash cisco hm wnba yankees oldnavy dropbox waltdisneyco vans raysbaseball spanx nike mlb nba nfl mls nhl starbucks apple microsoft nabisco target wendys benandjerrys aclu twitter netflix in the name of blacklivesmatter
23,['1623376233391325184'],1623376233391325184,"onthebordersd, wendys, and hyvee must do better for customers and animals! "
24,['1623375052237377587'],1623375052237377587,wendys 
25,['1623374918980145157'],1623374918980145157,wendys 
26,['1623373927312461831'],1623373927312461831,invasionsafe wendys damn 😳 thanks for the tip ^.^ 😋
27,['1623373729093849091'],1623373729093849091,l_dp_taylor snickelsox wendys i feel like ashley johnson's characters would absolutely be all for this
28,['1623371819695710209'],1623371819695710209,"i’m high-key enjoying the peace of my singleness, howsoandever, i really want some wendys fries. this is the moment where a so would come in handy. maybe next year. 😂 i’m still too traumatized. i know where i'm heading when i leave this base."
29,['1623371549356003331'],1623371549356003331,wendys ever since you changed how your fries are done sonicdrivein fries are better. friewar frenchfries
30,['1623371259097788417'],1623371259097788417,wendys survey says fales
31,['1623370911813632001'],1623370911813632001,i wanna be as happy looking as wendys when i’m discarded like i’m nothing 
32,['1623370590621995013'],1623370590621995013,elijah kim of valor christian is this week's wendys hs hot shot. 
33,['1623369669016190976'],1623369669016190976,okay hear me out..  wendys has the best breakfast for fast food places!
34,['1623369052365197320'],1623369052365197320,dynamicbrands chipotletweets everyone is trying shrinkflation .. wendys looks like a mcdonalds hamburger now..  they all are scamming trying to beat the market ! it has to end soon!
35,['1623368342793818126'],1623368342793818126,wendys fries and chocolate shake to dip them in combo
36,['1623368316063518754'],1623368316063518754,"dfbrownnz tomerhacohen squawksquare you win tweet of the day,  hey wendys you gotta give this guy some props that was funny af."
37,['1623364860368093184'],1623364860368093184,rt critsand21: wendys that ain’t the fo fo fo 
38,['1623364454476836864'],1623364454476836864,better fast food cookout or wendys? poll it up my friends!
39,['1623364445899526156'],1623364445899526156,wendys you all should sell a grilled cheese sandwich to go with the chili.
40,['1623360803184250891'],1623360803184250891,"wendys camden , staff standing around talking and this is the stare of the restaurant 👎🏼 "
41,['1623360129667039234'],1623360129667039234,how do i get a old chili burger on my double stack around lunch time?!? i’m appalled wendys 😢
42,['1623359567601205248'],1623359567601205248,nocapybara116 deeringdyer wendys baconaters used to be so cheap! honestly the four for four was the best.
43,['1623359368732479488'],1623359368732479488,wendys 
44,['1623358065574653954'],1623358065574653954,deeringdyer revivedthoughts wendys used to eat a baconator every weekend with friends from school back in the day lol
45,['1623357808304394244'],1623357808304394244,wendys them shits so nasty
46,['1623356790778875904'],1623356790778875904,"nrnonline sure, but mostly the mexican pizza.  tacobell doesn't even open their local stores here until 8am. by 8am, everyone has already made their choices and gotten them. even wendys opens at 6:30 (which is probably also too late)."
47,['1623355361595109377'],1623355361595109377,deeringdyer wendys i'd actually agree with this take. big wendy's head over here!
48,['1623352248578322434'],1623352248578322434,y this chicken burnt ! and hard as a brick 🧱 wendys count ur days 
49,['1623350804324261892'],1623350804324261892,"blkblssmbackup asiago ranch chicken sandwich w bacon, fries, &amp; yes large strawberry lemonade be slapping wendys"
50,['1623348889163116547'],1623348889163116547,can one of yall please bring back a damn chicken wrap 😒😒😒 mcdonalds wendys
51,['1623348413713506305'],1623348413713506305,wendys why doesn't your wifi work in any of your restaurants?
52,['1623346195782311936'],1623346195782311936,wendys 4 for 4 &gt;&gt;&gt;&gt;&gt;&gt;&gt;
53,['1623345327905333254'],1623345327905333254,wendys do a collab with mcdonald’s
54,['1623344960492781576'],1623344960492781576,"revivedthoughts wendys is better than both and it’s not even close. but to answer your question directly, mcdonalds."
55,['1623344938082570240'],1623344938082570240,wendys  is this not supposed to come with bacon?? second time getting one and just realized it’s never had bacon maple bacon croissant?? still good asf!!! 
56,['1623344063855448066'],1623344063855448066,shout-out to the manager wendys this morning who got me more frosty for my frosty-cinno when i told him mine was just alright because it was more coffee than frosty. a great start to my day!
57,['1623343739367305219'],1623343739367305219,"thehumaneleague wendys wawa thank you myaplanet9 ! yes, companies like pilotflyingj , ihgcorporate and hyvee need to keep their promise to improve their animal welfare policies!"
58,['1623343295458951169'],1623343295458951169,fos wendys no way this was six years ago already
59,['1623342842902089730'],1623342842902089730,wendys how does it feel to have the best fries and burgers 
60,['1623339165369700352'],1623339165369700352,roast me wendys
61,['1623338495161892864'],1623338495161892864,"we’re continuing to double down on delivery at wendys , becoming the first brand to enable shoppable tv offers. big thanks to our partners doordash  and roku!  

"
62,['1623337263605112833'],1623337263605112833,omg i literally almost passed out. 1st wendys breakfast. this is next level breakfast sh!t right here. so good. 🥹😋 
63,['1623337091760525313'],1623337091760525313,"flowhubcash flowhubco wendys you took the time to get official business verified, awesome!"
64,['1623336461322883072'],1623336461322883072,wendys bruh im broke but i want some 😞
65,['1623335877698064385'],1623335877698064385,wendys eat like a king who’s on a budget 3 tasty options fries drink and nuggets all for $5 bucks wait that can’t be right just double checked that that’s the real price
66,['1623333726372655104'],1623333726372655104,"drharrydoeshep wendys okay, this has been bugging us for a while.  wendy's does the whole square burger thing because they ""don't cut corners,"" right?

why are the buns still round!?"
67,['1623333619413536768'],1623333619413536768,"rt mmmagtweets: .roku partners with doordash for shoppable ads, signs up wendys as the first advertiser. "
68,['1623332081530204161'],1623332081530204161,wendys beeruschillin your burgers made me throw up a quarter of my body weight
69,['1623330812211994625'],1623330812211994625,wendys could you bring back the thick cut fries for a trip down memory lane please?!?
70,['1623328049834954752'],1623328049834954752,wendys wafflehouse elonmusk do you have any favorite love songs for a valentine's day playlist?
71,['1623327227331878915'],1623327227331878915,"wendys wendy’s, i’ve always loved your chili but i must watch my salt.  can you please make a low-sodium version?  😋 "
72,['1623326904043417602'],1623326904043417602,"wendys try your breakfast sandwiches. walmart frozen six pack sandwiches are better, and they are ba d. 
your burgers are still pretty good."
73,['1623326181725548544'],1623326181725548544,snickelsox official petition to make wendys canon in dnd
74,['1623325271104360449'],1623325271104360449,wendy's teen employee recovering after being shot through drive-thru - fox news wendys fastfood 
75,['1623324756744208385'],1623324756744208385,wendys they aight
76,['1623324643699437571'],1623324643699437571,wendys 😂😂😂 your humor is always freshneverfrozen
77,['1623324512447270913'],1623324512447270913,wendys wendy’s back for some more clap backs i see 😂😂
78,['1623324066252816385'],1623324066252816385,"gmshivers sirbittle wendys ""wendy's is going from door to door.""

mcdonald's would've set the bag on fire."
79,['1623323785121202182'],1623323785121202182,wendys is at it again 😂😂😂 
80,['1623322824139067392'],1623322824139067392,rt bitcoinfear: wendys bad and healthy index coming in soon
81,['1623322709093498881'],1623322709093498881,".roku partners with doordash for shoppable ads, signs up wendys as the first advertiser. "
82,['1623321108966408194'],1623321108966408194,sages_updates sages_updates for me is the medical equivalent of  wendys. some good jokes and fun.
83,['1623319915619840001'],1623319915619840001,hourly_harry wendys wendy’s.
84,['1623319791271309312'],1623319791271309312,wendys wendys wendysuk wendysusa wendyscanada wendys roast me more than your flame grilled beef 
85,['1623316950775365633'],1623316950775365633,wendys finally dumbass concept to completely eliminate vanilla for a peppermint 🙄 bs
86,['1623315668467605504'],1623315668467605504,yuzukosilver we all know fries and frosty dessert hits different. wendys frosty and fries taught us that.
87,['1623315127691870209'],1623315127691870209,wendys dem shits weak asf.
88,['1623314532000038912'],1623314532000038912,honorplayzz dezertsports wendys still exists just not as many options on it.
89,['1623314134585442304'],1623314134585442304,"come on, you know you ignore red flags so might as well choose the right one ;)
breakup with the boring old burger and refresh with the burger you deserve.
order valentine duos from wendy's, starting at rs.98! 
link in bio.

valentineduo refresh wendysindia wendys burger "
90,['1623313392646737920'],1623313392646737920,"sitting in m
mcdonalds drive through for 30mins after you ordered on mobile 😩😩😩. should've gone to wendys. they need more of those in my part of philly."
91,['1623312325598912514'],1623312325598912514,"robmkendall 93wibc potus wendys wow, so true because he was slurring his words really bad last night to and he glanced over the most important subjects."
92,['1623311852263419904'],1623311852263419904,wendys all i want is a jelapeno popper chicken sandwich 
93,['1623308783844745223'],1623308783844745223,"wendys mcdonalds burgerking your salads are 😢 please add a big mac salad, whopper salad and baconator salad, pretty please 😊"
94,['1623308730245738498'],1623308730245738498,wendys y’all just keep adding a dollar
95,['1623307299010772994'],1623307299010772994,wendys i rather go to chickfila and get a real breakfast chicken fillet and put honey on it. was looking forward to a real chicken 
96,['1623305913137348610'],1623305913137348610,wendys 4 for $4 replaced by $5 biggie bag replaced by 2 for $6. less items higher expense. isn’t that right wendys ?!!!
97,['1623305550648819715'],1623305550648819715,wendys why tf is your food so good 😭😭😭 
0,['1623304137424379904'],1623304137424379904,hey wendys roast cobratate
1,['1623302584051064834'],1623302584051064834,i don’t know who at wendys puerto rico thought changing tots for wedge natural fries at breakfast was a good idea. it wasn’t. there’s a hierarchy when it comes to fried potatoes. hash browns and tots being always at the top of that list. firstworldproblems
2,['1623301690165194752'],1623301690165194752,rt oscarjournalist: police in lynn looking for a suspect who shot at a wendys employee through the drive thru window last night.  detail…
3,['1623298570752299009'],1623298570752299009,"wendys i ate a garlic burger from wendy's and it was the most flavorless mid i have ever eaten

thankfully it was a dollar with a coupon  💀💀"
4,['1623298128882302978'],1623298128882302978,vrwithjasmine wendys oreo it would be much more engaging than billboards!
5,['1623297487321563136'],1623297487321563136,wendys thats not cheap. used to be 2 for 5 and 2 for 4 and 2 for 3
6,['1623297352164421633'],1623297352164421633,ackattackk wendys andrewwmbf tacobell love wendys as well. the collar from wendy's has the word 'mom' spelled out!!
7,['1623295122271002624'],1623295122271002624,jennaellisesq wendys top secret burger
8,['1623292575749664772'],1623292575749664772,wendys how’s it feel ur 16 year old worker got shot and is in the hospital ??
9,['1623285012610314240'],1623285012610314240,wendys is best 
10,['1623281870472454145'],1623281870472454145,"thejoker621 wendys jo 10:27-30 my sheep hear my voice, and i know them, and they follow me; and i give them eternal life, and they will never perish, and no one will pluck them out of my hand. gave, is greater than all; and no one can snatch them out of my father's hand. i and the father are one"
11,['1623277922692829185'],1623277922692829185,"wendys they’re trying to get rid of the 4 for 4 so bad. my bet, less than 2 years."
12,['1623275398678081537'],1623275398678081537,"i just watched this and two years later i'm sad it never happened.

no question wendys would have done this in a heartbeat. "
13,['1623271415410556928'],1623271415410556928,who the hell told potus joebiden that fast food workers sign non compete clauses??  who in the whitehouse told this elderly man this?? mcdonalds wendys burgerking do you all make your employees sign non compete clauses??  i don’t think so!!!
14,['1623270841638170625'],1623270841638170625,wendys 
15,['1623269350831448066'],1623269350831448066,rt oscarjournalist: police in lynn looking for a suspect who shot at a wendys employee through the drive thru window last night.  detail…
16,['1623268881417531393'],1623268881417531393,wendys bitchhhhh xivegotstylesx
17,['1623268073733074947'],1623268073733074947,wendys commercial and suncoast   homosassa. florida
18,['1623267670220046336'],1623267670220046336,wendys i never heard back from anyone. disappointing
19,['1623265513651556357'],1623265513651556357,"wendys 
pudgie is now the french toast sticks cat 😂 "
20,['1623264094106132484'],1623264094106132484,"rt frejvegge: wendys fvegge like like like like like like like like like like 
i have birthday in 2 days and i will be so sad if i dont…"
21,['1623264017799053315'],1623264017799053315,"wendys fvegge like like like like like like like like like like 
i have birthday in 2 days and i will be so sad if i dont get the spicy nugget. so please like and retreat"
22,['1623263430953115648'],1623263430953115648,rt frejvegge: wendys fvegge please retreat and like erry body
23,['1623263390855561216'],1623263390855561216,wendys fvegge please retreat and like erry body
24,['1623261717420441600'],1623261717420441600,police in lynn looking for a suspect who shot at a wendys employee through the drive thru window last night.  details throughout the morning on nbc10boston and necn 
25,['1623254582758453249'],1623254582758453249,frostykix mcdonalds kfc wendys burgerking popeyes they needa bring that junt back forsure
26,['1623247762056773632'],1623247762056773632,"wendys ur commercials are the best of any fast food franchise!! 
"
27,['1623244700894351360'],1623244700894351360,"can you handle our fired up chicken sandwich ? try it while it lasts!

ما راح تقدر تقاوم السبايسي تشيكن ساندويش🔥 

wendys
wendysmena "
28,['1623241714642067458'],1623241714642067458,wendys strawberry lemonade plus the dave's single looks so good and only for $6 what a deal
29,['1623240105350529025'],1623240105350529025,wendys oooh nugs with my nugs pwease
30,['1623232244373667840'],1623232244373667840,daniellemuscato wendys now i want a burger! 🤷🏼‍♀️
31,['1623230548138160128'],1623230548138160128,"samro thetranscript_ 📺in case you missed it
📸 chipotletweets 
might not keep growing as people want, but still upside is there if you look to load millions of $cmg

would you go long/buy wendys stock?
no answers...right?

that's what i thought.
no firing ceo, please. "
32,['1623229207936483330'],1623229207936483330,wendys fuck you yall ain’t shit without spicy hot honey chicken sandwich large fries and extra hot honey sauce wit a sunburst melon you damnnnn bastards🤬!
33,['1623224958380912641'],1623224958380912641,vrwithjasmine wendys oreo yes and one day they will be linked to one an other and we'll be able to do like a ready-player one scenario...but it might take 20 to 40 years...of less who knows lol
34,['1623222747735244802'],1623222747735244802,while taking break from ubereats as a ubereatsdriver at wendys i drew up sketch of wendyslogo (from cup i requested for water) on top of reillymethod (from memory).  overhearing employees talking about getting a break themselves (as they stuck in 8 hour loop standing up). 
35,['1623222736163045376'],1623222736163045376,"wendys i had some wendy's in the uk, 100% better then mcdonald's"
36,['1623215638977159170'],1623215638977159170,damn wendys when y’all was gone lets know 4for4’s was discontinued
37,['1623213920675835904'],1623213920675835904,roku doordash some amazing wendys!! rokuxdashpass
38,['1623213660423471106'],1623213660423471106,wendys called me the n word
39,['1623212732756402177'],1623212732756402177,ackattackk wendys tacobell i think you have a better shot. haha.
40,['1623212156220018688'],1623212156220018688,who wants to see if i can get wendys to follow me before andrewwmbf gets tacobell to follow him. 😂 
41,['1623211729894182916'],1623211729894182916,wendys heyyyy boo
42,['1623207259932073984'],1623207259932073984,dezertsports wendys no way i thought the 444 still existed
43,['1623206353761193986'],1623206353761193986,wendys 
