,edit_history_tweet_ids,id,text,lang
60,['1649398773716484096'],1649398773716484096,"pepsi jetblue if pepsi and jetblue are paying,
turks &amp; caicos or dubai are my destination. 
zeroisnowboarding  sweepstakes",en
65,['1649395944385855491'],1649395944385855491,pepsi jetblue is that mattrife ??,en
66,['1649395282637910016'],1649395282637910016,"leading the future of the global modern selfcare industry



wef forwardlooking financialfreedom investing financialadvisor finance wef pepsi wisconsin lifesciences biotechnology scicomm healthsupplement biologist laboratorylife scientists",en
71,['1649393635081830401'],1649393635081830401,"leading the future of the global modern selfcare industry



wef forwardlooking wef pepsi repharma2023 productivity  propertyrights freemarkets workers prosperity niper medical scientistlife phdchat pharmaceuticals biology biological",en
72,['1649391794541457411'],1649391794541457411,pepsico pepsi fuckedupfoods,en
73,['1649391021183102977'],1649391021183102977,jetgop detroitpodcast pepsi you can’t handle a few hours maybe drinking water?,en
75,['1649390318398128129'],1649390318398128129,"hey pepsi it's april 21, 2023 at 02:31pm and i still don't have a pepsi holiday spice in my hands.",en
76,['1649389282145054722'],1649389282145054722,mark_lapping freebyrd316 lovemesome1980s hemanismyhero stradlemonkey motudrawing brokenbridgegxb sinjun45 captainbacon61 addictedhe the_tyebox hemanfan1 brooksidefilms tentaclause gillster37 therealwallbie aliciamariebody lizhobbs1974 smax140adams cimerians michaelodomart jfdm76 wheeljack83 deanetts seitayokokawa kevhulk73 battleramblog tylerslam dccomics mattel mastersofficial kimberlandart pepsi neca_toys hulkhogan konami metallica outbacksteakaus arcade_1up oreo pandaexpress pizzahut codyrhodes second one: ,en
77,['1649387479064035329'],1649387479064035329,"amazing new releases for this long holiday 🥂..... what's your favorite song on the list? 😍
.
.
newmusicfriday eidulfitr tgif olamide ckay youngboy bluetick bluecheckmark 420day afrobeats afropop elonmusk angelinajolie kendrick hermes opay pepsi porchmusicbox  ",en
83,['1649383332059443205'],1649383332059443205,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
85,['1649382849357676544'],1649382849357676544,"rt skyajero_016: thank you ninang. miss na miss na po namin tong baby na to 🥺

netizensreport stellajero  for most handsome man alive m…",en
86,['1649382842005086210'],1649382842005086210,"hey pepsi it's april 21, 2023 at 02:01pm and i still don't have a pepsi holiday spice in my hands.",en
87,['1649382427310149633'],1649382427310149633,"april 21, 2023 at 01:59pmhey pepsi it's april 21, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",en
88,['1649382295357276160'],1649382295357276160,"hey pepsi it's april 21, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",en
90,['1649380901636259845'],1649380901636259845,avo_oww shyraa__7 eboy clipdump overwatchleague mousepad tracer aimlab jsp pepsi,en
93,['1649377873986486274'],1649377873986486274,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
95,['1649377041001639938'],1649377041001639938,"__mufeenah why not meri jan 
the words i see on pepsi pepsi",en
97,['1649375742952714240'],1649375742952714240,"pepsi justin_willman mmmm yummy! i guess you could play with ilussions too with the can protector
",en
98,['1649375297270079489'],1649375297270079489,"pepsico pepsi chestercheetah fritolayminis those are cute, and also compatible with the can protector! it'd be nice to enjoy them without worries!
",en
99,['1649374972689760259'],1649374972689760259,pepsico pepsi you can even sell poison if you have got the skills ~ a case study of pepsico,en
1,['1649373304497766401'],1649373304497766401,"rt _siwperiors: i'm excited about the new pepsi x sb19 collaboration.. 💙🤩💙

 📽️: pepsi philippines | tiktok
🔗

pep…",en
2,['1649372241551925250'],1649372241551925250,interested to know how much pepsi uk profits have gone down,en
5,['1649369569436286976'],1649369569436286976,"pepa's journey - rare  edition - 2nd release 

pepanft pepainu 

look at the beauty... the pepsi of cryptocurrencies 

bscgems mexccommunity  mexcgobal 

trading will start on mexc in about next 60 minutes.. secure your bags.

doge shibai pepecoin ",en
7,['1649367268831408138'],1649367268831408138,"i’d put what rahanagan and baptistlvjh do to build staff culture at lakeview_jh against anyone 💯 

it’s always something! somethingniceoutoftheblue🤯 pepsi ",en
8,['1649367214577917952'],1649367214577917952,"rt exness: pep (pepsi), daily chart    

are you buying or selling?   

trading is risky.        
pepsi cfd exnesscharts forex stockt…",en
9,['1649366822586576896'],1649366822586576896,"leading the future of the global modern selfcare industry



wef forwardlooking
financialfreedom investing financialadvisor finance wef pepsi wisconsin lifesciences biotechnology scicomm healthsupplement biologist laboratorylife scientists",en
12,['1649365145611583490'],1649365145611583490,"leading the future of the global modern selfcare industry



wef forwardlooking wef pepsi repharma2023 productivity propertyrights freemarkets workers prosperity niper medical scientistlife phdchat pharmaceuticals biology biological",en
15,['1649363661348110338'],1649363661348110338,"pepsi has a new facelift after 14 years, taking inspiration from its earlier predecessors and refocusing the wordmark to its centre, now with a new emphasis on 'pepsi zero sugar'.

what are your thoughts?

rebranding pepsi brandidentity ",en
16,['1649362442030559233'],1649362442030559233,"rt diwatangatin: love how you highlighted filipino street food and traditional filipino food in this food trip, pepsiphl! we need more of…",en
17,['1649362097917288448'],1649362097917288448,kaye0909 with pepsi zhaolusixlays 😅😋😍,en
19,['1649361842345582593'],1649361842345582593,pepsico pepsi maybe those who are not aware of consequences of entering food you produce in their bodies.,en
20,['1649358667899191296'],1649358667899191296,pepsico pepsi in 1972 pepsi became the first capitalist brand produced in the soviet union btw,en
21,['1649357831278297088'],1649357831278297088,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
23,['1649356933424615427'],1649356933424615427,dietcoke pepsiindia now days the fizz &amp; effervescence missing it in the bottle ?? do verify it cokeon cocacola pepsi fix it asap worldofcocacola dietpepsi,en
24,['1649356748719882240'],1649356748719882240,pepsi jetblue zeroisnowboarding sweepstakes  love jet blue &amp; pepsi zero when flying ,en
25,['1649354072670056451'],1649354072670056451,pepsico pepsi produce fat people and tons of plastic. go on!,en
33,['1649348341426454532'],1649348341426454532,"one of my fav pepsi ads after that shahruhkhan as sachintendulkar 

blast from past actormadhavan &amp; suriya_offl 

pepsi suriya42 suriya madhavan  ",en
34,['1649346765391552513'],1649346765391552513,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
36,['1649345934734823424'],1649345934734823424,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
37,['1649345187523469320'],1649345187523469320,"rt exness: pep (pepsi), daily chart    

are you buying or selling?   

trading is risky.        
pepsi cfd exnesscharts forex stockt…",en
39,['1649344732521463815'],1649344732521463815,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
40,['1649344280895565825'],1649344280895565825,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
43,['1649341054590631937'],1649341054590631937,"rt exness: pep (pepsi), daily chart    

are you buying or selling?   

trading is risky.        
pepsi cfd exnesscharts forex stockt…",en
44,['1649340389671723008'],1649340389671723008,"have you noticed that all soda bottles have changed ,and fanta has the coolest ever 
fanta soda cocacolaafrica 
pepsi_jpn pepsimax 
cocacola 
pepsi 
mirinda",en
45,['1649338598813057024'],1649338598813057024,pepsico pepsi this is calling 🥶,en
47,['1649337912926904322'],1649337912926904322,pepsico pepsi this is definitely must try🤤🤤,en
48,['1649337532491104256'],1649337532491104256,"rt _siwperiors: i'm excited about the new pepsi x sb19 collaboration.. 💙🤩💙

 📽️: pepsi philippines | tiktok
🔗

pep…",en
51,['1649335536887414784'],1649335536887414784,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
52,['1649335336240312327'],1649335336240312327,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
53,['1649334623405744128'],1649334623405744128,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
54,['1649334501976203265'],1649334501976203265,jacodymckenzie is sexy and he drinks pepsi 🤤🤎🤎 🤣 ,en
55,['1649334494040842242'],1649334494040842242,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
56,['1649334481566801921'],1649334481566801921,"i’m a palm oil detective, i buy palmoilfree and boycott all cp_news cussonspro unilever pepsi ferrero_eu products because their palmoil is destroying rainforest, causing mass species extinction. join me boycott4wildlife via palmoildetect  ",en
57,['1649334351929266178'],1649334351929266178,"they may be tiny, but these minis pack some mighty flavor! get pepsi zero sugar mini cans + chestercheetah flamin' hot fritolayminis on shelves now!  ",en
58,['1649334107460222977'],1649334107460222977,"rt stellberryfan: early morning ayuda from ninang pepsiphl 💙🙏 pepsi   

netizensreport stellajero  for most handsome man alive mhma20…",en
59,['1649333809694007297'],1649333809694007297,"rt atinglobalsoc: a preview of the pepsi philippines x sb19 collaboration!

thank you mahalima and pepsiphl!

ctto: pepsi philippines tik…",en
61,['1649331977110315009'],1649331977110315009,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
62,['1649331774600921093'],1649331774600921093,"simula nung dinisclose nila ito sa isang u.s. interview last year, we a'tin💠 automatically accommodated this as our dream, and we keep on hoping and manifesting.🤞🤞🫶🫶💙💙 sb19official

 sb19 pepsimasmasarapmaiba pepsi ",en
64,['1649330677521735682'],1649330677521735682,"pepsico pepsi ""the perfect &amp; shortest route to diabetes,"" you meant to say, right?",en
65,['1649330383702441985'],1649330383702441985,"rt evan_van_ives: have a pepsi day ✌️ 

📸 boho_boys 

wideangle pepsi nsfw gay twink blond retro vintage 70s 80s legs https://…",en
66,['1649330317361127425'],1649330317361127425,"pepsi pepsi and the model in this pepsi pic (or an ad for pepsi from some foreign magazine??) is an elite combination. pepsi get on this please, just look at the lighting and color combination! pepsi pepsiindia pepsi_arabia ",en
67,['1649329183758364674'],1649329183758364674,"rt sb19trendsph: bagong foodtrip with mahalima? 04.20.2023 

another collaboration of sb19 and ninang pepsi ph! can we expect a food trip…",en
68,['1649328481191247872'],1649328481191247872,flynnsdj xjessbutlerx pepsi cocacola_gb haha so true. don’t ever change  cocacola_gb,en
70,['1649327486344499201'],1649327486344499201,pepsi justin_willman hello team this is coming on whatsapp and spreading forward what is the company stand on this ,en
71,['1649327416857489409'],1649327416857489409,dietpepsi pepsi hello team this is coming on whatsapp and spreading forward what is the company stand on this ,en
72,['1649327376944496640'],1649327376944496640,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
74,['1649327235139244032'],1649327235139244032,"rt exness: pep (pepsi), daily chart    

are you buying or selling?   

trading is risky.        
pepsi cfd exnesscharts forex stockt…",en
78,['1649323813367160833'],1649323813367160833,pepsico pepsi i prefer the classics ,en
81,['1649321442096594944'],1649321442096594944,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
84,['1649318179183656961'],1649318179183656961,pepsico pepsi is this an advert for defibrillators?,en
91,['1649315495768731649'],1649315495768731649,"therealcandiace what did you do to porsha4real &amp; gizellebryant 🧐
why are they so threatened and beyond bothered? scheming/bullying and they just forgot to be entertaining! 
oh and alexiae_says &amp; marysol everyone gets loud - so stop. rhugt3 rhugt pepsi♥️ teamcandiace 💯 ",en
94,['1649313671498326017'],1649313671498326017,"rt stellberryfan: early morning ayuda from ninang pepsiphl 💙🙏 pepsi   

netizensreport stellajero  for most handsome man alive mhma20…",en
95,['1649313518548848641'],1649313518548848641,"rt sb19trendsph: bagong foodtrip with mahalima? 04.20.2023 

another collaboration of sb19 and ninang pepsi ph! can we expect a food trip…",en
97,['1649311835659857920'],1649311835659857920,"rt stellberryfan: early morning ayuda from ninang pepsiphl 💙🙏 pepsi   

netizensreport stellajero  for most handsome man alive mhma20…",en
98,['1649311209181822976'],1649311209181822976,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
1,['1649309920628731904'],1649309920628731904,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
3,['1649309024071057410'],1649309024071057410,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
7,['1649306689244471301'],1649306689244471301,for sale - back to the future pepsi perfect screen-accurate bottle!  bttf backtothefuture pepsi pepsiperfect soda drink martymcfly docbrown timetravel cafe80s michaeljfox movies movie films film replica prop collector collection forsale,en
8,['1649306578837987328'],1649306578837987328,"rt atinglobalsoc: a preview of the pepsi philippines x sb19 collaboration!

thank you mahalima and pepsiphl!

ctto: pepsi philippines tik…",en
9,['1649305241085702145'],1649305241085702145,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
11,['1649303450818052096'],1649303450818052096,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
12,['1649303274867118081'],1649303274867118081,pepsi jetblue i would go to hawaii. zeroisnowboarding sweepstakes,en
14,['1649301972565245952'],1649301972565245952,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
21,['1649297819491090432'],1649297819491090432,nicomartelle freebyrd316 lovemesome1980s hemanismyhero stradlemonkey motudrawing brokenbridgegxb sinjun45 captainbacon61 addictedhe the_tyebox hemanfan1 brooksidefilms tentaclause gillster37 therealwallbie aliciamariebody lizhobbs1974 smax140adams cimerians michaelodomart jfdm76 wheeljack83 deanetts seitayokokawa kevhulk73 battleramblog tylerslam dccomics mattel mastersofficial kimberlandart pepsi neca_toys hulkhogan konami metallica outbacksteakaus arcade_1up oreo pandaexpress pizzahut codyrhodes that would be amazing. good luck bro. 😁🤜💥🤛,en
22,['1649297198189010944'],1649297198189010944,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
23,['1649296364755644416'],1649296364755644416,pepsi jetblue i stopped drinking sodas seven months ago. zeroisnowboarding sweepstakes pepsi jetblue,en
24,['1649295833894993920'],1649295833894993920,jetgop detroitpodcast pepsi damn...grab a water dude. it's only a few hours.,en
27,['1649294097801420801'],1649294097801420801,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
28,['1649293742510346242'],1649293742510346242,"rt chickenjho: me all the time!! 😭 

sb19official sb19 pepsi ",en
32,['1649292113002082305'],1649292113002082305,pepsi jetblue squin7y tell me this isn’t the minecraft shirt guy,en
34,['1649291248317104128'],1649291248317104128,"rt sb19trendsph: bagong foodtrip with mahalima? 04.20.2023 

another collaboration of sb19 and ninang pepsi ph! can we expect a food trip…",en
35,['1649290985955020809'],1649290985955020809,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
36,['1649290834494332930'],1649290834494332930,"rt skyajero_016: bat ang hilig talaga maghubad ng jacket bhieeeeeee!!!! 😭

netizensreport stellajero  for most handsome man alive mhma2…",en
38,['1649287746006163456'],1649287746006163456,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
45,['1649282695808032770'],1649282695808032770,hon_alphat_18th mtnug mtnpulse_gh pepsiuganda aquafina pepsi that's great,en
46,['1649282253816762368'],1649282253816762368,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
48,['1649280407601545216'],1649280407601545216,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
49,['1649280132866277378'],1649280132866277378,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
52,['1649278591589548032'],1649278591589548032,"rt crazy4movie_yt: kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan…",en
53,['1649278429722755073'],1649278429722755073,"kisikabhaikisikijaanreview 
1st half : average - 80% boring 10% unintentionally funny 10% entertaining 

* salmankhan𓃵 intro 
bgm aur bhai ke screen presence ne sambhal liya [ pepsi promotion 🤦‍♂️ ]

* sentimental scenes = zero impact
* interval train fight scene = good",en
55,['1649275919373156353'],1649275919373156353,samsnuff6761 pepsi you’re welcome; i empathize deeply.,en
57,['1649275453419429888'],1649275453419429888,pepsico pepsi chocolate covered pretzels or yoghurt to be honest pepsi as a cool drink can only go that far 🤗,en
58,['1649275249773404160'],1649275249773404160,pepsi jetblue only commenting cause he cute,en
60,['1649274243736309760'],1649274243736309760,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
62,['1649273677807222784'],1649273677807222784,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
65,['1649272509198667776'],1649272509198667776,"rt stellberryfan: early morning ayuda from ninang pepsiphl 💙🙏 pepsi   

netizensreport stellajero  for most handsome man alive mhma20…",en
67,['1649270037390446599'],1649270037390446599,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
69,['1649268587553759232'],1649268587553759232,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
70,['1649268527029964800'],1649268527029964800,pepsi jetblue post w/ zeroisnowboarding sweepstakes and tag pepsi and jetblue for your chance to win,en
71,['1649267958336851970'],1649267958336851970,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
76,['1649263944962560000'],1649263944962560000,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
78,['1649263735461249026'],1649263735461249026,"rt _siwperiors: i'm excited about the new pepsi x sb19 collaboration.. 💙🤩💙

 📽️: pepsi philippines | tiktok
🔗

pep…",en
82,['1649260301970448384'],1649260301970448384,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
84,['1649260151092936706'],1649260151092936706,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
86,['1649260023800025088'],1649260023800025088,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
91,['1649258870244786176'],1649258870244786176,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
97,['1649257271799742464'],1649257271799742464,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
98,['1649257250874347521'],1649257250874347521,"rt atinglobalsoc: a preview of the pepsi philippines x sb19 collaboration!

thank you mahalima and pepsiphl!

ctto: pepsi philippines tik…",en
99,['1649257214929145857'],1649257214929145857,rt starburst192023: it's a wrap! i guess we'll be expecting a food trip vlog in collaboration of sb19 and pepsi philippines on 04.20.2023!…,en
2,['1649256106622095360'],1649256106622095360,"rt _siwperiors: fishballs + kwek kwek + pepsi + you = perfect combo! 👌💯😋 

updated tags:

mahalima pepsi food trip
sb19official sb19 pe…",en
4,['1649255479502045185'],1649255479502045185,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
6,['1649254888604598275'],1649254888604598275,"rt nheltwts: a collab of pepsi philippines &amp; sb19! thanks ninang pepsiphl for trusting our mahalima! 💙💙💙

ctto: pepsi philippines tiktok…",en
7,['1649254612309012480'],1649254612309012480,"rt ohhreallyryan: i performed with michael jackson in his 1984 pepsi: new generation commercial. i signed an nda.
pepsi …",en
12,['1649253744079667200'],1649253744079667200,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
15,['1649253675418947585'],1649253675418947585,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
17,['1649253004556767233'],1649253004556767233,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
18,['1649252800897875971'],1649252800897875971,perry_ron pepsi thanks man i appreciate its very painful,en
22,['1649252211879190528'],1649252211879190528,samsnuff6761 pepsi oh boy at that age yes.  it is painful; my childhood dogs boo and roscoe are wrapped in my memory like chains: i visit them in my heart often. bless her and you.,en
31,['1649249636794736641'],1649249636794736641,perry_ron pepsi yeah thanks i think she’s dying  she’s 14 years old i’m really depressed,en
32,['1649249381428674560'],1649249381428674560,samsnuff6761 pepsi i’m so sorry to hear that 🙏💙💙,en
34,['1649247277666689024'],1649247277666689024,"rt starburst192023: mas masarap maiba! 

watch the full video here: 

we know everyone's excited! make sure to foll…",en
38,['1649245485322870786'],1649245485322870786,"if pepsi and jetblue are treating, i'm going to hawaii! zeroisnowboarding sweepstakes ",en
