,edit_history_tweet_ids,id,text,lang
34,['1646940984746577920'],1646940984746577920,mcdonalds i stopped going to mcdonald’s.  too expensive. wendys is better prices.,en
35,['1646940889485287436'],1646940889485287436,so you buy “highly satisfied” ratings for free food?  this is one of the worst ones in my city mcdonalds ,en
36,['1646940600594210816'],1646940600594210816,rt trustwallet: mcdonalds the 1990's,en
37,['1646940303188697104'],1646940303188697104,"rt trustwallet: mcdonalds this is giving me ptsd. 

more like this 👇
🟢🔵🟣🟠🟠🟣🟢🔴
⚪️🟡🔴🔴🟢🔴🔵🟠
🟢⚪️🔵✋😭🤚🔴🔴
🟢🔵🟡🔴🔴🔵🟢🟢
🔵🟡🟠⚪️🔵🔵🟢🔴",en
38,['1646939892658610195'],1646939892658610195,not that i'm promoting american garbage but burgerking has always been better than mcdonalds ,en
40,['1646939715440877576'],1646939715440877576,"mcdonalds jamaardavls you have the power to make it so no restaurant can do that, so do it",en
41,['1646939590291251200'],1646939590291251200,mcdonalds this ad is cute. if u really wanna support the lgbt community you could bring back all day breakfast because i want a mcgriddle for dinner. as a gay person i would appreciate it,en
42,['1646939575732797440'],1646939575732797440,wizard101 makeship hey wizard101 makeship i would love to see a plushy toy in my mcdonalds happy meal,en
43,['1646939428881833988'],1646939428881833988,mcdonalds we don’t want this we want snack wraps. why do y’all refuse to do anything right?,en
44,['1646939294408507392'],1646939294408507392,mcdonalds ,en
45,['1646939168692379655'],1646939168692379655,rt okx: mcdonalds i'm still lovin' my crypto job. 🍟but we all need a happy meal. ,en
46,['1646939110945202181'],1646939110945202181,let the people be able to add mac sauce on the app now mcdonalds,en
47,['1646939039256420352'],1646939039256420352,davidhogg111 davidhogg111 is a liberal…. in other words he believes in n his own lies. mcdonalds chicken mcnuggets are toxic! the bread is poisonous to diabetics. but they know this….,en
48,['1646938931353493516'],1646938931353493516,"congratulations to tba graduate meganjupp who is currently filming an advert for mcdonalds as an acro/dancer 

mcdonalds advert thebrightonacademy tba whybeanumberwhenyoucanbeaname ",en
49,['1646938853054337024'],1646938853054337024,neptunez05 at least mcdonalds is always hiring,en
50,['1646938271849562112'],1646938271849562112,northsiders1985 mcdonalds depends on who is in charge.,en
51,['1646937738925449230'],1646937738925449230,fateceoavi mcdonalds it’s gay fries nigga,en
52,['1646937672106098690'],1646937672106098690,leepunzel mcdonalds so does it matter that i’m white and that the counter person was hispanic and cook was black?,en
53,['1646937631983370240'],1646937631983370240,i’m trying hit the group chat and tell them snackwraps are back mcdonalds,en
54,['1646937490517835776'],1646937490517835776,ariessagleo mcdonalds no im literally so upset and ive tried calling the store and they wont answer,en
56,['1646936956201213972'],1646936956201213972,elonmusk libertycappy why did mcdonalds replaced them then?,en
57,['1646936867609415682'],1646936867609415682,"rt fileshoom1: get your $100 mcdonalds gift card now!

giveaway 100usd mcdonalds giftcard giftcardlove usa ht…",en
58,['1646936847002550274'],1646936847002550274,rt trustwallet: mcdonalds what's that? like a type of beef?,en
59,['1646936764572135425'],1646936764572135425,"🚨 radio cuts! 🚨

in honor of the winner of the seattlekraken pete muldoon award (team mvp): vince dunn ... 

dunn and done. 

🎙️ thevoicefitz x hockeydavet x mcdonalds ",en
60,['1646936608728395783'],1646936608728395783,"seriously, hallmark needs to collab with mcdonalds and start making happy meal toys together. ",en
61,['1646936568647524358'],1646936568647524358,hey mcdonalds if i buy one of your “mccrispy” sandwiches will you stop spamming the fuck outta all my social media with ads? thanks - an annoyed customer who probably won’t ever buy a “mccrispy” cause now i’m so annoyed,en
62,['1646936552897912832'],1646936552897912832,first-ever fully automated mcdonalds opened in texas! ,en
63,['1646936415698034691'],1646936415698034691,mcdonalds why do none of my local stores have fountain drinks anymore?? i miss the sprite :(,en
64,['1646935964718080002'],1646935964718080002,rt safemoon: mcdonalds wen mcrib?,en
65,['1646935874649698304'],1646935874649698304,mcdonalds this isn't limited to one location. almost every time i use a mcdonald's drive thru anywhere in northern kentucky i am told to pull into a parking spot to wait.,en
66,['1646935485468622849'],1646935485468622849,"mcdonalds mccrispy was fire when it came out, i’d rather eat a chickfila sandwich out of the trash now",en
67,['1646935003417157635'],1646935003417157635,mcharlesworth7 njvinnie elise_flowers aaron_sparrow teshawnedmonds0 two female mcdonalds employees fighting each other unexpectedly out of control here ,en
68,['1646934965412839426'],1646934965412839426,spatial_io thewebbyawards karenxcheng mcdonalds iwgroup unitygames i know all my homies love spatial_io thanks for what you do!  ,en
69,['1646934851046481940'],1646934851046481940,i ordered some mcdonalds via doordash &amp; somehow the person preparing the burger got it wrong. i asked for no cheese but add mayo &amp; lettuce. i got the mayo &amp; lettuce but they added cheese i did not want. it was all cold when i got most of the cheese off. dd gave me a $2 credit.,en
70,['1646934828917334023'],1646934828917334023,rt trustwallet: mcdonalds twitter ,en
72,['1646934123754168323'],1646934123754168323,"i'm at mcdonalds in tarpon springs, fl ",en
73,['1646934008448659461'],1646934008448659461,"rt discoverfight: she was hungry ... so i gave her a macdick

fighting fightvideos school schoolfights fights fightvideo fighton f…",en
74,['1646933887312904194'],1646933887312904194,mcdonalds coke,en
75,['1646933712850788360'],1646933712850788360,hey mcdonalds an option for extra crispy mcnuggets should be added to the menu!,en
78,['1646933360730578946'],1646933360730578946,mcdonalds this strawberry mcflurry is the best thing ive ever eaten,en
79,['1646933213062008832'],1646933213062008832,"mcdonalds zomatocare i have ordered the maxicon aloo tikki burger from mc donald's but instead i got the normal aloo tikki burger kindly exchange the burger or refund the money 
zomato order i'd 4808880322 ",en
80,['1646932976834412546'],1646932976834412546,"mcdonalds you literally offer this deal every day on the app (bogo) how about rolling back prices to the 90’s for a day, and give us some real relief?",en
81,['1646932916872552454'],1646932916872552454,jeremyjayholt mcdonalds hey keep telling us all that. some of us might even believe you,en
82,['1646932895255396353'],1646932895255396353,mcdonalds now if only we can get mightywings back.,en
83,['1646932717118930949'],1646932717118930949,northsiders1985 mcdonalds i've worked for and as third party in walmart...they wouldn't get fired or reprimanded.,en
84,['1646932469134794757'],1646932469134794757,realshitrach tell them mcdonalds ,en
85,['1646932430769750016'],1646932430769750016,"zingaraadrift fightfor15la mcdonalds ca_dir okay, so you don't like the idea of people being forced to be poor, but by god they'd better not try to improve their working conditions?",en
86,['1646932401623277594'],1646932401623277594,leepunzel mcdonalds i don’t hope the get fired. i hope they get the help they need mentally to be better people and hopefully mcdonalds starts providing better training. maybe it’s a franchise thing and they can’t help. i kind of laughed in my head thinking this  guy can’t even make a sandwich… 🤷🏻‍♂️,en
87,['1646932344316493824'],1646932344316493824,mcdonalds my mobile curbside order is missing a sandwich. i called the mcd’s and they said to go through the app to correct and the app says call the restaurant i feel like i am getting the run around here please assist,en
88,['1646932080104701954'],1646932080104701954,"rt watcherguru: $1,000 invested 10 years ago: 

bitcoin: $3,535,000
tesla:  $162,000
netflix: $27,700
amazon: $11,565
microsoft: $9,5…",en
89,['1646932065655332875'],1646932065655332875,dillon_abrams mcdonalds ☠️ imagine thinking being homophobic is the play,en
0,['1646932041341243392'],1646932041341243392,rt mccanttammy: mcdonalds what up wit the roach 🪳 eggs in the bun yo 🤮🤮🌹👁️🌹🙏🏽😊🤮🪳🤮👀🤮🪳🤮 mcdonalds 🍔 ,en
1,['1646931922981888000'],1646931922981888000,hardworkmustwi2 cashsupport mattycash622 cashnasty cashappmoney_1 freegif19692147 lancomeusa amazon mcdonalds freegif88691352 inbox me your cash app or paypal if you need help in your bills or debt🎁❤️💯💰,en
3,['1646931664277307393'],1646931664277307393,maxpower1616 mcdonalds they gotta pay the slugs that”work” there.,en
4,['1646931512934146058'],1646931512934146058,"kfights1 mcdonalds if you use the app, it stretches your dollar very far",en
6,['1646931143847976970'],1646931143847976970,hottdiggitydoug mcdonalds wingman,en
7,['1646931022876143618'],1646931022876143618,rt dramafree01: thedogecard mcdonalds decided to use at sonic tonight as mcdonalds isn’t responding. maybe i’ll go back to mcdonalds…,en
8,['1646930941577666583'],1646930941577666583,"samuel88757380 mcdonalds to white, it was scary to the animals that eat there",en
9,['1646930673335148552'],1646930673335148552,mcdonalds 👀👀👀 ,en
11,['1646930479826739228'],1646930479826739228,"hetjayfield mcdonalds you are good bro, it’s all garbage, unless you like three days of diarrhea.",en
12,['1646930232966782998'],1646930232966782998,huinguillaume mcdonalds timessquarenyc wknyc ddb_worldwide how much money is mcdonalds willing to pay to prove it?,en
13,['1646930095016226817'],1646930095016226817,"i'm at mcdonalds in creedmoor, nc ",en
14,['1646930042604101644'],1646930042604101644,rt bitcoin: mcdonalds every ten minutes just like clockwork.,en
15,['1646930034144464897'],1646930034144464897,"if there’s one thing mcdonalds needs to regulate at the corporate level, it’s drink prices. fast food has become too expensive in general. taking away the now-iconic $1 cocacola robs the chain of one of its few remaining decent deals. mcdonaldscorp",en
16,['1646929977533669380'],1646929977533669380,"northsiders1985 mcdonalds i hope they get fired. where i work, we're encouraged to show respect to everyone. and believe me, i've had to deal with nightmare customers but i think it's their problem, not mine.",en
17,['1646929917186023451'],1646929917186023451,mcdonalds diarrhea inducing- stay away!,en
18,['1646929912731672577'],1646929912731672577,anyone have any good breakfast sandwich places to share since i can no longer go back to racist mcdonalds ? no wonder they are replacing their employees with computers. this is also why $15+ for that kind of craftmanship is just not happening.,en
19,['1646929264007061518'],1646929264007061518,mcdonalds fix the damn app already.,en
20,['1646929053264519171'],1646929053264519171,i then see them look my direction and the mcdonalds employee says “tell him i was busy making america great again” to which they both laughed and then the counter worker brought me a new one. i threw it out because i’m sure they tampered with it and if not i don’t want it now,en
21,['1646928939233730588'],1646928939233730588,whitebraidss mcdonalds i was so sad 😭😭😭😭 but they made me a new one,en
22,['1646928927284158492'],1646928927284158492,spatial_io thewebbyawards karenxcheng mcdonalds iwgroup unitygames 🔥🔥🔥,en
23,['1646928842404286464'],1646928842404286464,mellowslinkyb mcdonalds what the fuck,en
26,['1646927766292422657'],1646927766292422657,"asandry4 mcdonalds just shows your butt hurt desperation.  enjoy your life!  i like mine, just fine.",en
27,['1646927509668126760'],1646927509668126760,josephmoreno mcdonalds absolutely adorable! :),en
28,['1646927464034099211'],1646927464034099211,rt saylor: mcdonalds doin' whatever it takes to acquire more bitcoin... ,en
29,['1646927409206157337'],1646927409206157337,"what was mcdonalds marketing team thinking when they created this strawberry shortcake mcflurry?? it's terrible, and def not a shortcake. coulda made the ice cream strawberry or added the old-school sundae mix.. but no let's add some artificial pink crunchies and call it good.",en
30,['1646927078925688844'],1646927078925688844,jetthejudge dookiej7 mcdonalds absolutely,en
32,['1646926936189329426'],1646926936189329426,mcdonalds bro i got a bacon ranch crispy and it had no bacon or ranch.,en
33,['1646926860821880858'],1646926860821880858,roughsparks mcdonalds memeland 9gagceo ahoy,en
34,['1646926768559775775'],1646926768559775775,jeremyjayholt mcdonalds isn't it weird how the internet works. you put something up here and then other people can respond to it. fucking strange huh,en
35,['1646926711341326337'],1646926711341326337,"late night ice cream craving 😋 
icecream food mcdonalds australia ",en
36,['1646926698967883777'],1646926698967883777,rt trustwallet: mcdonalds the 1990's,en
38,['1646926491089788958'],1646926491089788958,killmoenetwork alanhenney realtimenews10 mcdonalds this location is a hot mess. shenanigans in the front and back. and now inside too. ,en
39,['1646926317194203137'],1646926317194203137,"mcdonalds i bought these 10 minutes ago, at 8:30 pm on the 12th. definitively not fresh. help me out pls?? ",en
41,['1646926234427744261'],1646926234427744261,rt thebinancenft: mcdonalds i'm lovin' it ,en
42,['1646925938259550213'],1646925938259550213,rt thebinancenft: mcdonalds i'm lovin' it ,en
43,['1646925545760800769'],1646925545760800769,rt trustwallet: mcdonalds twitter ,en
44,['1646925489125072897'],1646925489125072897,mcdonalds if this is your comparison of a chicken sandwich from chick-fil-a then you have failed miserably. so sad. ,en
45,['1646925354261438476'],1646925354261438476,finished all my chores/errands for the day. got a sweet iced tea from mcdonalds to celebrate.,en
46,['1646925244706217986'],1646925244706217986,asandry4 mcdonalds someone got all sensitive.  welcome to my past posts.  glad to have a real follower!  lol,en
47,['1646925121867898880'],1646925121867898880,"fxfocus trading equities stocks update, closing &amp; taking profit on mcdonalds 11.0 pips / points, now buying ",en
48,['1646925080423718927'],1646925080423718927,mcdonalds mate i never eat breakfast because i never have time for it,en
50,['1646924766937518085'],1646924766937518085,"rt trustwallet: mcdonalds this is giving me ptsd. 

more like this 👇
🟢🔵🟣🟠🟠🟣🟢🔴
⚪️🟡🔴🔴🟢🔴🔵🟠
🟢⚪️🔵✋😭🤚🔴🔴
🟢🔵🟡🔴🔴🔵🟢🟢
🔵🟡🟠⚪️🔵🔵🟢🔴",en
51,['1646924661148745729'],1646924661148745729,mcdonalds go add me on rumble ,en
52,['1646924625815666688'],1646924625815666688,campbeltown mcdonald’s stabbing: nsw ambulance paramedic killed on shift named as steven tougher  breakingnews dailymail latestnews mcdonalds newsouthwales news stabbing sydney tazamind todaynews,en
53,['1646924566059425792'],1646924566059425792,⁦realdonaldtrump⁩ ⁦mcdonalds⁩ ,en
