,edit_history_tweet_ids,id,text,lang
26,['1652056473055244290'],1652056473055244290,my life hasn’t been the same ever since starbucks discontinued the very berry hibiscus refresher. no new refreshers have ever been able to even come close to filling the void. i hope you’re happy.,en
27,['1652056471675305984'],1652056471675305984,starbucks fat greedy bitch,en
28,['1652056303039127554'],1652056303039127554,guess my starbucks order! fridayfeeling happyfriday ,en
29,['1652056065742102530'],1652056065742102530,"🌟 the 'redcups' campaign by starbucks turned holiday cups into a seasonal event, sparking conversations and driving customer excitement! ☕️🎄 marketingcasestudy holidaymarketing starbucks",en
30,['1652055878579769345'],1652055878579769345,"jdcocchiarella ""poor people like us"" 🤣. she's sitting starbucks with her laptop computer  bitching about bidenomics to the wrong guy.",en
31,['1652055402018635776'],1652055402018635776,"bff starbucks 
a startbucking will be added as well as pools 2. then bbq and hmm what else? sunday doors are closed. friday, sat your free accessed to the church 100%
irsnews big boards that slide like kids toys and more joy in the family's arts and works.",en
32,['1652055286595883009'],1652055286595883009,"does anyone else get light ice because you drink slowly? that why i get light ice....i'm not trying to pull a heist. 
why do some starbucks baristas take it so personally? 

",en
33,['1652055184271458304'],1652055184271458304,"another day, another starbies☕🥤

anna sitar opened up to __jorrdannnn__ about the sense of community she’s found through starbucks, how she hopes to be ""a little shining light on social media,"" and more. ",en
34,['1652055127757291521'],1652055127757291521,starbucks workers are posting viral tiktoks making fun of ... - delish starbucks fastfood ,en
35,['1652055040020869122'],1652055040020869122,"🚀 the 'racetogether' campaign by starbucks sparked conversations about race, demonstrating the power of brands in tackling social issues! ☕️🌍 marketingcasestudy socialawareness starbucks",en
36,['1652054976682934272'],1652054976682934272,ugh i swear i wanted to cry 😩💔 starbucks ,en
40,['1652053147639054336'],1652053147639054336,redromina starbucks a little too busy for me haha,en
41,['1652053121206460419'],1652053121206460419,"when starbucks hires a barista do they first have to apprentice at one of those demi-starbucks in a supermarket, hotel or airport where they can make mistakes until they get the job down? it sure seems that way to me.",en
42,['1652052533916102656'],1652052533916102656,"ben &amp; jerry's signed the same fair election principles we've been asking starbucks to for a year and a half now.

if one industry leader can do it, why can't another?

every day you ignore us is another day of embarrassment, starbucks. ",en
44,['1652051938148753408'],1652051938148753408,vyyyper starbucks trentonstech vyyyper walking into this starbucks ,en
45,['1652051851343265795'],1652051851343265795,"the scoopersunited campaign has already inspired workers at another burlington restaurant to organize and may give unions another point of pr leverage over brands like starbucks, trader joe's and rei.

 ",en
46,['1652051652587732996'],1652051652587732996,starbucks can i dm about an experience?,en
48,['1652051617728823301'],1652051617728823301,jdcocchiarella i thought starbucks was always about safe spaces and accepting of everyone and everything. they should have kicked her out for disturbing the peace.,en
49,['1652051536783060994'],1652051536783060994,starbucks love the bags of coffee grinds you have in stores for gardens!!,en
5,['1652050961366491137'],1652050961366491137,ubereats is complete trash. waited over an hour for a simple starbucks order because they kept switching drivers and then they drop it off god knows where. contacted support and they do nothing to fix it. cranky and need my coffee at work.,en
6,['1652050251694440450'],1652050251694440450,"rt sbworkersunited: starbucks' new 'mission':

""with every cup, with every conversation, with every community– we nurture the limitless p…",en
7,['1652049690219749380'],1652049690219749380,i should be able to link my doordash with my starbucks account ….,en
8,['1652049040169893888'],1652049040169893888,"justrip779 inthesane lizgeewhizz starbucks then if it wasn’t that serious, why did she post to twitter about having negative stars, like she was entitled to the stars in the first place?",en
9,['1652048988160270347'],1652048988160270347,i’m gonna need a whole case of these starbucks 🍓🩷 ,en
12,['1652048569740697623'],1652048569740697623,"rt hofswitzerland: in 1999, the swiss brand  🇨🇭 won an exclusive contract to supply starbucks with its espresso ma…",en
14,['1652047369632989184'],1652047369632989184,"""hey starbucks, is this the real thing, ? ""orange creamsicle frappuccino"" 🤔🍊🍦 let's give the people what they want and add it to the official menu! starbuckssecretmenu orangecreamsiclefrappuccino summervibes"" ☀️👀👅",en
15,['1652047043035013124'],1652047043035013124,b757fo_jim starbucks at least caribou doesn’t burn their beans,en
16,['1652046990631378945'],1652046990631378945,skayasiberian starbucks starbuckscanada yahoonews yahooent skaya a mascot? she's already a doggy model!,en
17,['1652046571989508100'],1652046571989508100,"b757fo_jim starbucks real life problems for us seniors

i went into the new stillwater store (brand new) and was chastised for being disrespectful by assuming gender for answering a question with “yes ma’am”

i’m now just going to be supporting caribou 

with 6 adult daughters you’d think i’d know 🤷‍♂️",en
18,['1652046423612100608'],1652046423612100608,"starbucks i'm having trouble contacting an agent, but i need a refund for a drink i never received. help.",en
19,['1652046407031726085'],1652046407031726085,exactly what i needed on a friday morning!  one of the best student surprises ever!  teacher starbucks teacherstudent ,en
20,['1652046179834949632'],1652046179834949632,ravenscommunity ravens starbucksnews starbucks commanders katyperry beyonce kingjames naacp woldcnews dcpublicschools dcpcsb lsuwbkb ufc alabamaftbl gamecockfb alabamawbb gamecockwbb lsufootball never allow them to use you!!🎭🎪🔍👺✋😡 ,en
21,['1652045952474030089'],1652045952474030089,foxnews sentedcruz claro. then she did messege u. good. we got that now. she didn't notify of get that in writing for me as well as the must minitries. = reiteration. thats key goal with what was mentioned to starbucks chess board movements and reasemble for satan to have more pleasures in the,en
22,['1652045944064733184'],1652045944064733184,"kayewhitehead loyolamaryland starbucks bwi_airport customer rapport must also be at a premium! :)

avid pathfulinc avidopenaccess honored avid4college honoredschools sipinclusion rcoeesports rcoeedtech caring launch_ie cte_iedrc gia_together takethenextstep riversidesce",en
24,['1652043609435152414'],1652043609435152414,rt artbymiavalley: oh this old meme again!? jesterlavore jester criticalrole critrole critrolefanart criticalrolefanart dnd tiefl…,en
25,['1652042915378503704'],1652042915378503704,edg_ert starbucks starbuckscanada yahoonews yahooent like the real queen that she is. 😉👑❄,en
26,['1652042814144782339'],1652042814144782339,stitchfan08 starbucks starbuckscanada yahoonews yahooent haha perhaps they'll throw in a big mac too?,en
27,['1652042098659540992'],1652042098659540992,"lizgeewhizz starbucks that's be assessed it wasn't advertised,  it was a leaked code intended for attendees of an in person event, so anyone else who used it was not supposed to get the stars.",en
28,['1652042097136902151'],1652042097136902151,"the people speak...
rickscott senrickscott florida women healthcare obamacare medicaid starbucks gop maga rights jobs republicans gop ",en
29,['1652041792320053254'],1652041792320053254,insiderfood starbucks,en
30,['1652041626552770586'],1652041626552770586,avshaq starbucks terminalblga ty 4 promo,en
31,['1652041141724782628'],1652041141724782628,starbucks please update the app to give people more time to tip! i'm always driving when i go and then forget to look until hours later! 😩i always get great service at my fav location and they definitely deserve to be tipped (&amp; paid!) well!,en
32,['1652041103892160518'],1652041103892160518,"rt evankirstel: mapped: the price of starbucks coffee, by country ☕️ ",en
33,['1652041013282611223'],1652041013282611223,"i swear i’m 10x more productive when i leave the house to do work. i’ll be too distracted by dust, laundry and dishes if i stay home. 🫠 todays venue is starbucks. ugccommunity ugccontentcreator ugcopportunities",en
34,['1652040887441018880'],1652040887441018880,"looking for bookish deals? our fantasy &amp; scifi book fair has 150+ free/discounted books, &amp; kindleunlimited finds! 

enter:   

plus a huge giveaway! win a kindlefire, 1 month of owlcrate, &amp; starbucks gc! - via clcannonauthor",en
36,['1652039645293674497'],1652039645293674497,.starbucks just discontinued a crucial component of my favorite drink. ,en
38,['1652038934518538240'],1652038934518538240,"swing trade signal 🚨
short / sell starbucks 
entry price: around $112

target: around $95
stop loss: $125",en
39,['1652038889031204866'],1652038889031204866,"starbucks is it possible to make the starbucks app allow us to customize our drinks from scratch? 

kinda like build-a-starbucks drink 😭",en
40,['1652038344681897988'],1652038344681897988,"rt sbworkersunited: starbucks' new 'mission':

""with every cup, with every conversation, with every community– we nurture the limitless p…",en
41,['1652037956323131392'],1652037956323131392,skayasiberian starbucks starbuckscanada yahoonews yahooent awww 😍🥰 snow queen featured ❄️👑🐺🐾,en
42,['1652037944176156680'],1652037944176156680,lizgeewhizz starbucks i saw that code and knew something was weird about it. just get 200 free starts? it's a scam or something.,en
43,['1652037924655865872'],1652037924655865872,starbucks is a scam!starbucks ,en
45,['1652036514447065089'],1652036514447065089,why are the green frappuccino bottles so hard to find now starbucks,en
46,['1652036053891702784'],1652036053891702784,lonestarrach lizgeewhizz starbucks what a scummy customer.,en
47,['1652035837826338816'],1652035837826338816,"lizgeewhizz starbucks if you used the pirated 200 point credit, that's called stealing, theft or fraud.  cheating.  dishonesty.  clearly a punishment is/was called for.  karma's a bitch, eh?",en
48,['1652035622641762304'],1652035622641762304,why do i have to make an account to order your shitty coffee? starbucks,en
49,['1652035291224350737'],1652035291224350737,totallyaphoenix starbucks i just want my venti black iced coffee these cheeky fuckers,en
0,['1652035261855834125'],1652035261855834125,totallyaphoenix starbucks ,en
1,['1652035067148124160'],1652035067148124160,i was seriously looking forward to my iced matcha but why is it allll milk ??? even with an extra scoop of matcha!!! starbucks do better 😭😭😭,en
2,['1652034852244553728'],1652034852244553728,"jdcocchiarella why isn't the starbucks manager dealing with this disruptive, aggressive, rude customer? she needed to be removed from the store immediately but instead they let her sit there and continue to attack a customer.",en
3,['1652034783445237761'],1652034783445237761,sbloomfield15 natlgovsassoc ntiagov starbucks no coffee room?!?! i hate it when that happens 😫☕️👍,en
4,['1652033628153737218'],1652033628153737218,starbucksgold starbucks nothing like ordering ahead on the app to get there wait 15 minutes to be told they don't have the pineapple for the pineapple lemonade i ordered. and then the employee has much too much anxiety to refund me for the drink i did not receive.,en
5,['1652033582859182082'],1652033582859182082,michaelbtech starbucks downtown chicago,en
8,['1652033256995389440'],1652033256995389440,why do all muscle girls work at starbucks? what the hell are you doing to your employees? starbucks musclemommy musclewomen,en
9,['1652032817205747728'],1652032817205747728,i’m so sad 😭… my favorite cup and i dropped it for the first time since i bought it starbucks ,en
10,['1652032784435941376'],1652032784435941376,"barstoolbigcat cant recall a time where you guys went after him this hard. let me tell you bc i am here for it, and now this blatant sabotage?  hate to keep the rumor mill going but i have a friend who works in marketing starbucks  who said mintzy reached out. shameful.",en
13,['1652032179214376963'],1652032179214376963,skayasiberian starbucks starbuckscanada yahoonews yahooent she should come to my macdonald's for a pup cup,en
14,['1652031981230669825'],1652031981230669825,"sip and charge. ☕⚡ 

through our partnership with hion, you can now power your ride starbucks in kansas! watch the fox 4 news segment to learn about hion’s efforts to build ev infrastructure in the state. 

 

evcharger evcharging evs electriccars ",en
15,['1652031956425801730'],1652031956425801730,"along with a new mission, starbucks has made a series of promises. the first is their 'partner promise': bridge to a better future.

but... the bridge to a better future for partners is the act of coming to the table, listening to us, and negotiating a contract with partners!",en
16,['1652031955196837888'],1652031955196837888,"starbucks' new 'mission':

""with every cup, with every conversation, with every community– we nurture the limitless possibilities of human connection.""

somehow their imagination for the limitless possibilities of human connection falls short of union bargaining in good-faith🤔",en
17,['1652031784790491136'],1652031784790491136,"when your love of puppuccinos is so well-known you get featured in a yahoo article about it! 😂 do you think starbucks should hit us up so that skaya can become their new mascot? 🤔

starbucks starbuckscanada yahoonews yahooent ",en
20,['1652030334752399361'],1652030334752399361,"vyyyper starbucks that's definitely the one in chelsea market, no?",en
21,['1652029348306714624'],1652029348306714624,robinsnest333 starbucks 😂 right? i should have. yes big yard sale fan and the give and take table at the recycling center.,en
22,['1652029140973879297'],1652029140973879297,agargmd robinsnest333 starbucks yes! i have done the similar as well! it definitely works.,en
23,['1652029092924100608'],1652029092924100608,"dappergan nftbark adambrotman starbucks bunchubets nftbark any update here?  

still no suppport or fixes for lost points affecting benefits level starbucks odyssey.  😥 ",en
24,['1652029021763547136'],1652029021763547136,"i was a barista in 2005 so i was disqualified from participating starbucks doesn’t care about my opinion😆 funny. i’m a frequent customer, buttt i’m not a valued customer; simply bc i was a barista almost 20 years ago?starbucks billiondollarcompany formerbaristaprobs barista ",en
25,['1652028790371934213'],1652028790371934213,it's been i think 4 years but i finally stepped inside the world's largest starbucks ,en
26,['1652028469692497920'],1652028469692497920,andreeadiddy starbucks starbucksnews it's getting on that time to get this day started hun! see ya in a bit luv k!,en
27,['1652027860658581504'],1652027860658581504,starbucks lovesong1141 the day you charge for light ice or no ice is the day i’m done with this company. i’ll make my own. i’ll just stock up on drinktenzo,en
28,['1652027822985060359'],1652027822985060359,thank you starbucks for making the pink drink in bottles my niece love loves this drink,en
29,['1652026805384015874'],1652026805384015874,$sbux swing fr next week .. just waiting to open our short position at $114.10 before closed 👀 $spx $spy $nasdaq $dow spx500 starbucks ,en
30,['1652026729404178433'],1652026729404178433,"rt evankirstel: mapped: the price of starbucks coffee, by country ☕️ ",en
31,['1652026522364944404'],1652026522364944404,"as a society, we have lost focus on the things that matter.  we focus on trivial things such as global conflict and sovereign debt default.  

what about the fact starbucks is no longer capable of creating a lid that stays on a cup of coffee?  elonmusk, please help!",en
32,['1652025708418310158'],1652025708418310158,what’s a good starbucks coffee with lots of honey in it?🍯👅 bearythirsty,en
37,['1652024643849469977'],1652024643849469977,allbadthingspod starbucks ,en
38,['1652024295516930048'],1652024295516930048,starbucks can you explain to me why the hell i’m in starbucks debt!? ,en
39,['1652024222527684609'],1652024222527684609,starbucks is going to nickel and dime you now. 80 cents for a few pumps of sugar????,en
40,['1652023351605354496'],1652023351605354496,"starbucks i know, there are worse things going on in the world, but why does it have to be 65° and music db of 86. doesn't make sense for a workspot.",en
41,['1652023154754109465'],1652023154754109465,"percent change &amp; starbucks for the win today! starbucks recently raised their star redemption from 150 to 200.  what is the percent change? middle schoolers love their starbucks drinks! …33.33333% is a big jump!
thinkingclssrms srmwarriors  ",en
42,['1652022414845329420'],1652022414845329420,"starbucks now see how people love bagels, you inconsiderate fucks? shayne gets a fucking bagel, and *i* cant?! 

oh, bitch i’m heated. ",en
45,['1652021769295806473'],1652021769295806473,"starbucks of course, coffee does not taste the same without love. 😉",en
46,['1652021594938589188'],1652021594938589188,reporterroblang starbucks wbalnewsnow happy birthday!,en
47,['1652021554945900547'],1652021554945900547,positivelybrie starbucks wbalnewsnow thanks brie!,en
48,['1652021220890558465'],1652021220890558465,starbucks day 298 of tweeting you to bring back the kiwi starfruit refresher 🙏🏻,en
49,['1652021141400109066'],1652021141400109066,reporterroblang starbucks wbalnewsnow happy birthday!!! 🎂🎁🎊,en
1,['1652020778303406147'],1652020778303406147,starbucks you guys docked 200 stars from people because of your mistake so just deleting my account and making another one. not paying back into reward debt for your issue. thanks for the drink!,en
2,['1652020631783784463'],1652020631783784463,_jacobsexton starbucks wbalnewsnow thanks and jules2 also says thanks,en
3,['1652020553153167380'],1652020553153167380,tonyperkinsfmtv starbucks wbalnewsnow thanks tony!,en
5,['1652019573057634305'],1652019573057634305,robinsnest333 petallu starbucks the inflationary tendency has hit the coffee house bad. pourover is a quick and easy way also. once i didn’t have my presser and guess what i rigged up 1 with a paper towel and 2 paper cups. no joke but it worked. an engineer’s coffee.,en
6,['1652019465951821859'],1652019465951821859,reporterroblang starbucks wbalnewsnow happy birthday! max also says happy birthday.,en
7,['1652018629460803588'],1652018629460803588,i just asked the starbucks barista to add a bag of popcorn to my order for 'funsies' and i think she'd like me to leave now.,en
8,['1652018577510154251'],1652018577510154251,"brandon blackwood on dressing serena williams and designing for starbucks - readr app

brandon  blackwood  dressing  serena  williams  designing  starbucks  news breakingnews usafashion nigeriafashion fashion

",en
9,['1652018243219931155'],1652018243219931155,starbucks hello so i ordered my drink today and it wasn’t good. anything y’all can do? nobody’s answering the phone at the store!,en
10,['1652018196218519554'],1652018196218519554,starbucks just wanted to shout out my local starbucks cafe for great costumer service and i’ve always been treated so nicely there and the employees are always so friendly and nice :) it’s my favorite starbucks :) they always make the best drinks for me! ,en
11,['1652017635935043592'],1652017635935043592,reporterroblang starbucks wbalnewsnow happy birthday sir!!,en
13,['1652017036736774161'],1652017036736774161,"starbucks $sbux continue to defy market pressure | indices analysis | elliott wave forecast, video analysis at:  
elliottwave starbucks stockmarket trading",en
14,['1652016957233741828'],1652016957233741828,reporterroblang starbucks wbalnewsnow happy birthday!!!,en
15,['1652016818515775488'],1652016818515775488,jagoecapital starbucks trylolli that's racist,en
16,['1652016711082602496'],1652016711082602496,"why charge extra for the main ingredient? i may be wrong, correct me if so. starbucks kuwait coffee daily starbuckskuwait ",en
17,['1652016597786083359'],1652016597786083359,21aymory starbucks trylolli unfortunately it’s only available to users in the us at the moment,en
18,['1652016463635464205'],1652016463635464205,"cassidynoah1 lizgeewhizz lizzyreid starbucks the real crime here is that you get your coffee from starbucks, the walmart of coffee.",en
20,['1652016074932535303'],1652016074932535303,sbworkersunited fightfor15 starbucks you have my support! solidarity,en
21,['1652016047153659904'],1652016047153659904,meghanmccain starbucks sorry but i was under the impression that you are a stay at home mama. so where are you working in media to keep yourself relevant .,en
22,['1652015992074272768'],1652015992074272768,iamsean90 a single women on her laptop (probably with her i phone) drinking over priced starbucks wanting more gov programs is a perfect example of what college does to zillennials.,en
23,['1652015945622392833'],1652015945622392833,"this is not true for cheesy items from tacobell tacobellindia 
and also sandwiches from starbucksindia starbucks 

nob12deficiency abledoc drkrvcvijay 

mexicanpizza ",en
24,['1652015815108206593'],1652015815108206593,"rt johnnybeane: thank you for the starbucks cup col_mully! 

starbucks starbucksselfie santacruz johnnybeanetv …",en
26,['1652015368322314241'],1652015368322314241,starbucks i’ve ordered from you guys two days straight and still hadn’t received my points or stars….what’s up with that??,en
28,['1652014532322263040'],1652014532322263040,starbucks great work deserves collective bargaining &amp; unions sbworkersunited ,en
30,['1652013743327330305'],1652013743327330305,allbadthingspod starbucks oh my god what the fuck,en
31,['1652013588758790144'],1652013588758790144,"“this partnership is a perfect example of why we cannot let food go to waste. we shouldn't be putting perfectly good edible surplus food in landfills.” 

thank you to kpbs for this insightful story about our partnership with starbucks.  watch: ",en
32,['1652013112902467609'],1652013112902467609,"welp starbucks,  today was the day that lid you have been selling with a defect for months flew off again, only this time it was a full drink and spilled all over my macbook, iphone, planner, and critic notes form an important zoom i just finished.",en
33,['1652013111111499785'],1652013111111499785,6 months or so ago jackie (my fave at starbucks conlan/ballantyne) told me to be careful of this “known issue”. so i was for a while as i was lured i to a false sense of security months of no incidents,en
34,['1652013108968210439'],1652013108968210439,"dear starbucks if you sell me a treinta cold brew in a fucking treinta cup, and i pay like $7.95 for it, i assume the kid you sell for that treinta drink is designed to fit and will stay on if i pick up the cup reasonably.",en
35,['1652012983797596162'],1652012983797596162,noellebelly starbucks contact them through facebook. i did and i got my points back.,en
36,['1652012939015225344'],1652012939015225344,ronmatznews starbucks wbalnewsnow thanks ronster,en
37,['1652012867535683586'],1652012867535683586,"rt dapfpodcast: dark angels &amp; pretty freaks podcast 391 road trip re-cap“ 

annaleis &amp; neil are married chatting life  roadtrip to…",en
38,['1652012840675360783'],1652012840675360783,seanstreicher starbucks wbalnewsnow thank you see. regards to you maxine and my man mac,en
40,['1652012548772831232'],1652012548772831232,annamarie184 starbucks he can make himself a nice little profit each day doing that. smh,en
41,['1652012508817883136'],1652012508817883136,natewash starbucks wbalnewsnow thanks natalie,en
44,['1652011871988269059'],1652011871988269059,"starbucks
giveaway
coffee
sweepstakes via enter to win a starbucks gift card (a $100 value) ",en
45,['1652011756628131852'],1652011756628131852,morehouse_dad lchsbears donaldh55453259 starbucks donald is the best!  love this kid!,en
0,['1652011612256043008'],1652011612256043008,inthesane lizgeewhizz starbucks settle down babes. it’s not that serious.,en
1,['1652010259135823873'],1652010259135823873,"starbucks hiring social impact measurement &amp; evaluation lead -- remote. pay range $94,200 - $159,800/annually. see more from david spitzley. jobs remotejobs starbucks sustainabilityjobs socialimpactjobs csr esg ",en
2,['1652010201216581632'],1652010201216581632,jus_jarron starbucks lol. the one on m and first nw you coming to order?!,en
3,['1652009987370090496'],1652009987370090496,coco_kiss3s72 starbucks hey hey love how you?!,en
4,['1652009853215186945'],1652009853215186945,"starbucks have you reconsidered coming back to woodland park crossing (highland dr) in herndon va 20171 yet? both you and panera left and the coffee void is real. now less competition, so come back!",en
6,['1652009585455104001'],1652009585455104001,starbucks i live your teas…both hot and cold. what do you think about do a simple chicken broth? a venti chicken broth would be really good right now! chicken soup is good for the soul!   starbuckschickensoup!!!!!,en
7,['1652009488822444037'],1652009488822444037,reporterroblang starbucks wbalnewsnow happy birthday! you are a great reporter &amp; truly appreciated! we can always rely on you for clear &amp; concise information!,en
8,['1652009023544397825'],1652009023544397825,"iamtalya trendmood sephora ulta starbucks target fr though if they get milk, caudalie or rare beauty it’s over for them",en
9,['1652008915448786944'],1652008915448786944,"waseemakramch12 starbucks starbucksuk thanks bro ab thk hai ,😜",en
